Company,Last day Open,Begin day Close,Last day Close,Average Price,Average Performance,Volume,Average Volume,Quarter High,Quarter Low,Performance 2023Q1,Performance 2023Q2,Relative 2023Q2,zip,sector,fullTimeEmployees,city,phone,state,country,industry,profitMargins,revenueGrowth,recommendationKey,totalCashPerShare,exchange
IMVT,15.949999809265137,18.75,15.510000228881836,17.353387078931256,-0.2793887510794262,971900,1014206.4516129033,20.239999771118164,14.31999969482422,-11.844555366783172,17.390094273669337,8.967449224643609,10018,Healthcare,207.0,New York,(917) 580-3099,NY,United States,Biotechnology,,,buy,3.222,NMS
INBP,0.3899999856948852,0.3499999940395355,0.3799999952316284,0.3870967698674048,0.4657825451372521,3300,2130.6451612903224,0.449999988079071,0.270000010728836,-4.187782795585553,-8.668608391399879,-17.091253440425607,07205,Consumer Defensive,147.0,Hillside,973 926 0816,NJ,United States,Packaged Foods,0.00223,-0.019,none,0.056,OQX
INBS,32.15999984741211,54.2400016784668,34.79999923706055,91.78064500131914,2.375572939408764,2075,15715.290322580646,384.0,31.511999130249023,-64.650062175653,-62.128248993615095,-70.55089404264082,10036,Healthcare,50.0,New York,646 828 8258,NY,United States,Medical Devices,,0.642,strong_buy,1.51,NCM
INLB,0.1199999973177909,0.1700000017881393,0.1000000014901161,0.15430532335754357,0.03205996816408749,9000,24897.435483870966,0.2599999904632568,0.1000000014901161,-25.01271135576158,-51.063948646741686,-59.48659369576741,85004,Healthcare,97.0,Phoenix,833 867 6337,AZ,United States,Drug Manufacturers—Specialty & Generic,-1.5761,0.018,hold,0.002,OEM
INM,1.1799999475479126,2.2100000381469727,1.0800000429153442,1.6161290272589652,-0.5373182669414407,355800,1100977.4193548388,3.0299999713897705,0.9210000038146972,-37.70924296589882,-27.981358306309705,-36.40400335533543,V6C 3E8,Healthcare,13.0,Vancouver,604 669 7207,BC,Canada,Biotechnology,-1.66942,-0.445,hold,0.496,NCM
INND,8.5,15.25,9.25,13.313709674342986,-0.8123637544292853,16999,13966.532258064517,17.25,7.75,-18.583881545390277,-77.39486383505425,-85.81750888407998,95661,Healthcare,26.0,Roseville,833 788 0506,CA,United States,Medical Instruments & Supplies,,,none,0.051,PNK
INNV,7.619999885559082,7.230000019073486,7.980000019073486,7.2425806522369385,0.13683956548718465,59900,37203.22580645161,8.149999618530273,5.579999923706055,-9.969022439703162,0.7835816649267737,-7.639063384098955,80230,Healthcare,2350.0,Denver,844 803 8745,CO,United States,Medical Care Facilities,-0.020299999,0.124,hold,0.633,NMS
INTA,44.18999862670898,25.690000534057617,44.84000015258789,35.1340324647965,0.9569897260768667,533600,279035.48387096776,45.44499969482422,23.86100006103516,48.72606062945881,29.02282853480304,20.60018348577731,94306,Technology,1235.0,Palo Alto,(650) 852-0400,CA,United States,Software—Application,-0.04739,0.17,buy,3.28,NMS
INTG,45.59999847412109,47.130001068115234,45.59999847412109,43.93032252403997,-0.02330824015140675,900,372.5806451612903,48.470001220703125,39.970001220703125,-4.331318008118719,-18.492798814050467,-26.915443863076195,90025,Consumer Cyclical,28.0,Los Angeles,310 889 2500,CA,United States,Lodging,-0.16851,0.034,none,5.409,NCM
INTU,437.6968579007925,386.0396423339844,440.8611755371094,405.88748267389116,0.2261578918286777,1700900,1623148.3870967743,452.8362161112138,365.74979962866513,4.540608989732312,8.75848956911305,0.3358445200873223,94043,Technology,18800.0,Mountain View,650 944 6000,CA,United States,Software—Application,0.18195,0.41,buy,,NMS
INTV,3.875,2.125,4.375,3.5423387096774195,1.5031467076465979,18778,7507.0,5.625,2.125,-6.898141035489319,-42.74538146590963,-51.16802651493536,16946,Financial Services,,Tioga,215 613 9898,PA,United States,Capital Markets,,,none,,OQB
IONI,0.2399999946355819,0.0949999988079071,0.2399999946355819,0.1778709676957899,2.6057816609758992,33400,29677.41935483871,0.3149999976158142,0.0649999976158142,172.82046270605943,-0.5142058282613949,-8.936850877287123,60610,Technology,1.0,Chicago,866 440 2278,IL,United States,Software—Application,,,none,0.006,PNK
IPIX,0.0199999995529651,0.0196000002324581,0.0199999995529651,0.019361128955478594,0.23561305923220707,328855,569972.9354838709,0.0299999993294477,0.0110999997705221,-17.27787662450217,-5.113048562346526,-13.535693611372254,01880,Healthcare,4.0,Wakefield,978 921 4125,MA,United States,Biotechnology,,,none,0.002,OEM
IPW,0.5099999904632568,0.3700000047683716,0.5360000133514404,0.7383387141650722,1.188737969144315,3500,38520.967741935485,1.149999976158142,0.3700000047683716,-5.919489945416587,41.3477230353419,32.92507798631617,91730,Consumer Cyclical,60.0,Rancho Cucamonga,(626) 863-7344,CA,United States,Internet Retail,-0.01775,-0.169,buy,0.235,NCM
IROQ,15.510000228881836,17.799999237060547,15.539999961853027,17.343709684187367,-0.21476795589240683,3000,1483.8709677419354,18.270000457763672,15.5,-8.077522703314704,-16.396916864263204,-24.819561913288933,60970,Financial Services,109.0,Watseka,815 432 2476,IL,United States,Banks—Regional,0.08721,0.065,none,2.417,NCM
ISSC,7.400000095367432,8.100000381469727,7.340000152587891,8.073225828909106,-0.10716174345972032,34400,16958.064516129034,8.989999771118164,7.21999979019165,-8.26581733125556,-14.387882572865612,-22.81052762189134,19341-1129,Industrials,95.0,Exton,610 646 9800,PA,United States,Aerospace & Defense,0.14402,0.478,buy,0.03,NMS
ITI,4.46999979019165,3.059999942779541,4.690000057220459,4.185967756855872,0.6673016065298661,170784,103501.51612903226,4.849999904632568,2.930000066757202,35.22257725219935,5.9729308549075215,-2.449714194118207,78746,Technology,454.0,Austin,512 716 0808,TX,United States,Communication Equipment,0.00802,0.051,hold,0.499,NCM
IVDN,0.25,0.2599999904632568,0.25,0.24483870835073526,0.1417751051222935,0,4330.645161290323,0.3000000119209289,0.1700000017881393,-2.042953346450203,41.73061330845578,33.307968259430055,15223,Consumer Cyclical,2.0,Pittsburgh,412 799 0350,PA,United States,Apparel Retail,-0.89379,-0.08,none,0.005,OEM
J,96.2092060397434,99.53750610351562,96.6864242553711,99.11636992423765,-0.055982685018101656,471857,802129.0806451613,106.55410872912653,90.23573718725284,-5.316666018217843,-3.9198928283810814,-12.34253787740681,75201,Industrials,60000.0,Dallas,214 583 8500,TX,United States,Engineering & Construction,0.03717,0.011,buy,9.806,NYQ
JACK,85.95999908447266,67.70999908447266,87.58999633789062,79.0682258605957,0.39923588577912306,463000,369898.3870967742,88.88999938964844,66.5199966430664,13.724168983486894,15.243682993328086,6.821037944302358,92123,Consumer Cyclical,1079.0,San Diego,858 571 2121,CA,United States,Restaurants,-0.023039998,-0.07,buy,1.132,NMS
JANL,31.0,38.900001525878906,31.0,34.925322717235936,-0.2916352372836607,0,190.32258064516128,40.7400016784668,30.0,-18.765945642981837,-6.356616496759411,-14.77926154578514,10011,Industrials,316.0,New York,212 373 5895,NY,United States,Integrated Freight & Logistics,0.00513,0.098,none,2.574,PNK
JBL,86.49707381597116,66.8202133178711,87.77143859863281,80.14827568300309,0.44071293263083067,1332100,1388880.6451612904,87.9108209412138,64.39327532260904,10.568406564300084,23.91227287174161,15.489627822715882,33716,Technology,138000.0,Saint Petersburg,727 577 9749,FL,United States,Electronic Components,0.048060004,-0.177,buy,19.744,NYQ
JBSS,96.62999725341795,81.13999938964844,96.91999816894533,89.29403169693485,0.30258584904933933,79900,78017.74193548386,99.23999786376952,76.48999786376953,15.430097905486823,36.89696900348115,28.474323954455425,60123,Consumer Defensive,1800.0,Elgin,847 289 1800,IL,United States,Packaged Foods,0.04899,0.18,strong_buy,0.038,NMS
JCI,57.79244559612881,62.11501693725586,58.13030242919922,61.49382185166882,-0.11627144260397052,4017200,3655103.2258064514,66.77797372296598,54.90620644910575,-9.084423703422852,1.3555503487715606,-7.067094700254168,T12 X8N6,Industrials,100000.0,Cork,353 21 423 5000,,Ireland,Building Products & Equipment,0.07429,-0.095,buy,0.911,NYQ
JCTC,5.550000190734863,5.699999809265137,5.630000114440918,5.622258086358348,-0.012497976981932401,900,3575.8064516129034,5.980000019073486,4.989999771118164,-0.2227673639963561,-17.0793745713253,-25.502019620351028,97133,Basic Materials,68.0,North Plains,503 647 0110,OR,United States,Lumber & Wood Production,0.02477,-0.161,none,0.301,NCM
JEWL,0.8149999976158142,2.8399999141693115,0.8299999833106995,1.790016132977701,-1.7252246936600526,83100,243411.29032258064,3.740000009536743,0.6899999976158142,-60.02249069910107,-41.66519198667132,-50.08783703569705,85255,Consumer Cyclical,12.0,Scottsdale,480 356 8798,AZ,United States,Luxury Goods,,-0.382,none,,PNK
JFIL,0.0240199994295835,0.0384900011122226,0.0240199994295835,0.028649516133291062,-0.5703212136401619,0,2484.7258064516127,0.0384900011122226,0.0230999998748302,-20.772825846248303,-9.429981022046412,-17.85262607107214,201101,Industrials,5.0,Shanghai,86 21 6474 8888,,China,Specialty Business Services,,,none,,OQB
JFTH,0.2215999960899353,0.4199999868869781,0.2325000017881393,0.35791371041728604,0.12679179857953052,11693,12512.983870967742,0.449999988079071,0.1099999994039535,-26.31642381251888,-3.358772649814968,-11.781417698840697,107-0062,Industrials,1.0,Tokyo,81 90 6002 4978,,Japan,Pollution & Treatment Controls,,7.968,none,,OQB
JJSF,143.03822068231966,146.6647186279297,144.225341796875,140.56459759127708,-0.038243884779043925,117900,87740.32258064517,152.09639012828677,129.03358800871425,-4.1247748240445485,7.949952638558885,-0.472692410466843,08054,Consumer Defensive,5000.0,Mount Laurel,856 665 9533,NJ,United States,Packaged Foods,0.05486,0.033,buy,3.297,NMS
JKHY,145.94588475361064,172.08444213867188,147.74961853027344,163.2310316024288,-0.2577690862985643,575100,602914.5161290322,179.98996935694245,136.53509872427898,-14.236875588349651,-3.858831188599813,-12.281476237625542,65708,Technology,7170.0,Monett,417 235 6652,MO,United States,Information Technology Services,0.17785999,0.052,buy,0.525,NMS
JOB,0.3899999856948852,0.4799999892711639,0.4199999868869781,0.4535483818861746,-0.2940707605804486,371600,487862.9032258064,0.5600000023841858,0.3600000143051147,-22.427894139543582,14.555628170722624,6.132983121696896,32256,Industrials,251.0,Jacksonville,630 954 0400,FL,United States,Staffing & Employment Services,-0.17662,-0.228,buy,0.18,ASE
JOUT,61.869998931884766,67.73999786376953,63.0099983215332,64.60048392511183,-0.14122382768150832,55900,54479.032258064515,71.87999725341797,56.79999923706055,-9.718360842221491,-8.0539273585548,-16.476572407580527,53403,Consumer Cyclical,1400.0,Racine,262 631 6600,WI,United States,Leisure,-0.01418,-0.078,strong_buy,14.555,NMS
JRSH,4.880000114440918,3.950000047683716,4.699999809265137,4.529903227283109,0.3374531819427408,9100,15991.935483870968,4.96999979019165,3.869999885559082,15.551016147122963,-9.552974208753511,-17.975619257779243,07004,Consumer Cyclical,5000.0,Fairfield,201 285 7973,NJ,United States,Apparel Manufacturing,-0.03118,0.178,buy,0.924,NCM
KACL,10.829999923706056,10.34000015258789,10.829999923706056,10.619354863320627,0.07748244976340914,0,972.5806451612904,10.850000381469728,10.34000015258789,2.166448003103401,2.746772109847659,-5.67587293917807,018983,Financial Services,,Singapore,60 3 7733 9340,,Singapore,Shell Companies,,,none,,NCM
KACLU,11.0,10.25,11.0,10.57435481779037,0.12150244574736198,0,40.32258064516129,11.0,10.25,6.9622718269393,4.26956448225487,-4.153080566770859,018983,Financial Services,,Singapore,60 3 7733 9340,,Singapore,Shell Companies,,,none,,NCM
KALV,7.579999923706055,6.630000114440918,7.860000133514404,7.461774172321443,0.28476175788229724,511600,346101.6129032258,8.539999961853027,6.199999809265137,0.1580970959535358,29.257123031775205,20.83447798274948,02142,Healthcare,150.0,Cambridge,857 999 0075,MA,United States,Biotechnology,,,buy,4.033,NGM
KAVL,14.279999732971191,18.899999618530277,15.119999885559082,16.079225786270634,-0.31783014056839237,1662,3183.3709677419356,20.684999465942383,12.600000381469728,-13.718378626390908,-3.883950448977607,-12.306595498003336,32949,Consumer Defensive,18.0,Grant-Valkaria,833 452 4825,FL,United States,Tobacco,-0.75065005,-0.801,buy,0.667,NCM
KD,14.520000457763672,11.579999923706056,14.760000228881836,14.189838686297017,0.4304599085214145,981700,1579858.064516129,17.209999084472656,11.130000114440918,15.697122914858909,-9.297649662908649,-17.72029471193438,10017,Technology,80000.0,New York,212 896 2098,NY,United States,Information Technology Services,-0.00582,-0.073,buy,5.705,NYQ
KE,23.5,22.950000762939453,24.100000381469727,24.377177238464355,0.05548314410250074,129900,96430.64516129032,28.18000030517578,21.239999771118164,-3.385031233841994,7.921169002892467,-0.5014760461332619,47546,Industrials,7000.0,Jasper,812 634 4000,IN,United States,Electrical Equipment & Parts,0.00782,0.15,buy,4.313,NMS
KEQU,15.149999618530272,15.75,15.399999618530272,15.878064401688114,-0.04115845410179585,1600,2419.3548387096776,17.479999542236328,15.010000228881836,-3.676128252135487,0.9713643070845088,-7.45128074194122,28677-2927,Consumer Cyclical,1006.0,Statesville,704 873 7202,NC,United States,"Furnishings, Fixtures & Appliances",0.091309994,-0.029,none,8.431,NGM
KEYS,158.6300048828125,170.94000244140625,161.47999572753906,169.75967751779865,-0.10782910146008833,932200,1168762.9032258065,189.31500244140625,151.30999755859375,-11.807035761598897,-4.721761887270988,-13.144406936296717,95403-1738,Technology,15400.0,Santa Rosa,800 829 4444,CA,United States,Scientific & Technical Instruments,0.18249,-0.119,buy,9.404,NYQ
KFFB,6.449999809265137,7.320000171661377,6.25,6.755806492220971,-0.21047456287359914,10300,2708.064516129032,7.320000171661377,6.0,-5.142947537573967,-8.856826186224152,-17.27947123524988,41702,Financial Services,56.0,Hazard,502 223 1638,KY,United States,Banks—Regional,-0.23833,-0.04,none,2.261,NGM
KFY,50.03561830811067,48.616943359375,50.27855682373047,52.30335555538054,0.05329911171171398,279200,299766.12903225806,58.04386927141512,47.49307784835841,-0.4342227557163586,-6.807206305669503,-15.229851354695231,90067,Industrials,9076.0,Los Angeles,310-552-1834,CA,United States,Staffing & Employment Services,0.06761,-0.035,buy,12.719,NYQ
KLAC,387.9007010429323,369.7805786132813,393.2601623535156,387.6920623779297,0.11732662320842818,1055500,1171324.1935483871,421.73936919559947,354.51245134141595,-6.0378112491990565,18.85540688192588,10.432761832900148,95035,Technology,15000.0,Milpitas,408 875 3000,CA,United States,Semiconductor Equipment & Materials,0.28921,0.185,buy,34.612,NMS
KLIC,51.83000183105469,42.97999954223633,52.68999862670898,52.012096589611424,0.34699148830903187,332500,455351.6129032258,58.810001373291016,42.540000915527344,6.053725329488023,8.816863509338205,0.3942184603124765,19034,Technology,2877.0,Fort Washington,215-784-6000,PA,United States,Semiconductor Equipment & Materials,-0.07943,-0.049,hold,11.042,NMS
KMT,27.1200008392334,24.18000030517578,27.57999992370605,27.574838730596728,0.20018947356554578,750800,952375.8064516129,30.600000381469727,23.989999771118164,1.6837751275060129,1.890866556510287,-6.531778492515442,15219,Industrials,8400.0,Pittsburgh,412 248 8000,PA,United States,Tools & Accessories,0.049790002,-0.021,hold,1.532,NYQ
KMX,61.33000183105469,60.63999938964844,64.27999877929688,66.9274193548387,0.055755093492318435,2080400,2339530.64516129,80.91999816894531,55.77000045776367,-6.020466410081312,18.376504591676436,9.953859542650704,23238,Consumer Cyclical,30000.0,Richmond,804 747 0422,VA,United States,Auto & Truck Dealerships,0.01508,-0.002,buy,3.387,NYQ
KNIT,4.75,4.5,4.75,4.665322580645161,0.09259259259259263,0,2.5483870967741935,4.75,4.5,5.555555555555555,1.8814675446848503,-6.541177504340878,33122,Communication Services,2.0,Miami,786 712 6827,FL,United States,Telecom Services,,,none,,PNK
KNW,0.8600000143051147,1.4500000476837158,0.8899999856948853,1.1674193595686266,-0.7301552753489607,90300,107133.87096774194,1.590000033378601,0.800000011920929,-31.387378386908978,1.8565119357932445,-6.5661331132324845,98101,Technology,15.0,Seattle,206 903 1351,WA,United States,Scientific & Technical Instruments,,,buy,0.021,ASE
KOSS,4.559999942779541,4.940000057220459,4.619999885559082,5.223548412322998,-0.0752986524020753,18500,30745.16129032258,6.75,4.340000152587891,-17.790973832006582,-28.577354661456862,-36.9999997104826,53212,Technology,28.0,Milwaukee,414 964 5000,WI,United States,Consumer Electronics,-0.09202,-0.051,none,1.272,NCM
KPEA,0.3100000023841858,0.2000000029802322,0.2863300144672394,0.2526504839620282,1.2499711492250938,2411,19932.59677419355,0.4390000104904175,0.1749999970197677,44.041827674341306,0.4326329342808028,-7.990012114744926,100025,Consumer Cyclical,34.0,Beijing,86 10 8722 7012,,China,Internet Retail,-0.21414,0.459,none,0.001,OQB
KRFG,0.0003000000142492,0.0005499999970197,0.0003000000142492,0.0005095161393381968,-0.05529178050719104,203075,1052437.064516129,0.0006999999750405,0.0003000000142492,-30.871385927998425,-21.80557502104161,-30.22822007006734,,Industrials,2.0,Fo Tan,852 3585 8905,,Hong Kong,Electrical Equipment & Parts,,0.504,none,,PNK
KRNY,8.119999885559082,10.149999618530272,8.119999885559082,9.598709690955378,-0.34843093901472055,507500,265117.7419354839,10.510000228881836,7.71999979019165,-11.413800181090563,-23.767886568444823,-32.190531617470555,07004-3510,Financial Services,552.0,Fairfield,(973) 244-4500,NJ,United States,Banks—Regional,-0.70411,-0.139,hold,2.864,NMS
KRUS,66.05000305175781,47.29999923706055,65.83999633789062,60.114516104421305,0.6650633981645911,130400,172832.25806451612,72.36499786376953,37.970001220703125,20.12129955309168,43.489179753129775,35.06653470410404,92614,Consumer Cyclical,,Irvine,657-333-4100,CA,United States,Restaurants,-0.03701,0.202,buy,5.394,NGM
KTCC,7.119999885559082,4.369999885559082,7.269999980926514,6.05080646084201,0.8709544127638329,32100,40995.16129032258,7.5,4.329999923706055,42.80778515796174,-7.794904315839298,-16.217549364865025,99216,Technology,4122.0,Spokane Valley,(509) 928-8000,WA,United States,Computer Hardware,-0.00364,0.143,none,0.323,NGM
LANC,196.4082049340716,195.10499572753903,197.0492401123047,188.33953291370022,0.00806272275233444,150800,160982.25806451612,203.2555681866542,166.84195126839586,0.625922514196986,0.8638001418644727,-7.558844907161256,43082,Consumer Defensive,3400.0,Westerville,614 224 7141,OH,United States,Packaged Foods,0.084910005,0.202,hold,,NMS
LBUY,0.1299999952316284,0.0649999976158142,0.1150000020861625,0.07016129076721205,1.5200299083206914,508200,104267.74193548386,0.1299999952316284,0.0460000000894069,34.83628688281136,6.975777318375859,-1.4468677306498696,80112,Communication Services,12.0,Greenwood Village,720 235 0099,CO,United States,Internet Content & Information,-0.12665,0.131,none,0.002,OEM
LDDD,79.0,10.0,85.0,64.87884605847873,5.51095029914678,400,466.86538461538464,95.0,10.0,151.00781831834888,-3.9352978340065263,-12.357942883032257,010000,Healthcare,49.0,Hohhot,86 47 2510 4980,,China,Diagnostics & Research,0.16989,-0.453,none,0.047,PNK
LEDS,2.130000114440918,1.8200000524520876,2.140000104904175,2.148548376175665,0.280266727542219,10600,15140.322580645161,2.4800000190734863,1.7400000095367432,9.336634249413162,16.506357928834056,8.083712879808328,350,Technology,152.0,Chu-Nan,886 3 758 6788,,Taiwan,Semiconductors,-0.44370997,-0.212,none,0.233,NCM
LEE,12.609999656677246,18.950000762939453,12.449999809265137,17.554999997538904,-0.6617091070764076,7800,14187.09677419355,23.51000022888184,12.170000076293944,-26.759655345892707,-22.920298503575363,-31.34294355260109,52807,Communication Services,2832.0,Davenport,563 383 2100,IA,United States,Publishing,-0.02876,-0.121,none,2.169,NMS
LEEN,0.0599999986588954,0.0531000010669231,0.0599999986588954,0.0868662906990897,2.150324050947384,0,1982.2903225806451,0.1379999965429306,0.0480000004172325,3.817391833900923,3.975777816524126,-4.446867232501603,6900,Technology,,Lugano,41 791595013,,Switzerland,Software—Application,,,none,0.004,PNK
LESL,10.8100004196167,12.25,11.010000228881836,12.986774136943202,-0.1808803692065558,2154800,3059577.419354839,17.125,10.119999885559082,-16.59393654587302,-23.679696151817893,-32.102341200843625,85016,Consumer Cyclical,4100.0,Phoenix,602 366 3999,AZ,United States,Specialty Retail,0.0022200001,-0.068,hold,0.403,NMS
LEXX,2.7699999809265137,2.549999952316284,2.720000028610229,2.848629028566422,0.157597482226027,4800,20741.935483870966,3.595000028610229,2.3580000400543213,1.318377467188763,-73.63828942555266,-82.06093447457839,V1X 2P7,Healthcare,5.0,Kelowna,250 765 6424,BC,Canada,Biotechnology,,0.081,buy,0.538,NCM
LFCR,3.819999933242798,6.349999904632568,3.7799999713897705,5.574838678683004,0.35028953339530455,486400,833472.5806451613,7.409999847412109,1.5199999809265137,-36.88608206902386,51.280007274611386,42.85736222558566,55318,Healthcare,524.0,Chaska,(952) 368-4300,MN,United States,Drug Manufacturers—Specialty & Generic,0.050890002,0.007,hold,0.179,NMS
LFVN,3.549999952316284,3.765000104904175,3.5899999141693115,3.7540322503735943,-0.10335788822220252,20800,15261.290322580646,4.090000152587891,3.240000009536743,-7.8247309974706,27.992006858694563,19.569361809668838,84043,Consumer Defensive,222.0,Lehi,801 432 9000,UT,United States,Packaged Foods,0.021089999,-0.081,buy,1.165,NCM
LGTY,12.329999923706056,15.289999961853027,12.609999656677246,14.067258096510365,-0.34572462290652134,243200,158558.06451612903,15.880000114440918,11.630000114440918,-12.899777624872565,-20.165988677096134,-28.588633726121863,30305,Technology,324.0,Atlanta,404 261 4381,GA,United States,Software—Application,0.103879996,0.011,buy,2.732,NMS
LITE,53.52000045776367,52.7400016784668,54.0099983215332,55.79725806943832,0.03339641183184989,589300,936537.0967741936,63.43999862670898,48.96500015258789,-9.869198223033608,-2.4815131307237355,-10.904158179749464,95131,Technology,7257.0,San Jose,408 546 5483,CA,United States,Communication Equipment,-0.40695998,0.061,buy,13.354,NMS
LIVE,33.279998779296875,31.93000030517578,30.71999931335449,33.88838715707102,0.13858760900536612,2300,7941.935483870968,40.380001068115234,27.450000762939453,-6.796884772159799,-24.63185003555965,-33.05449508458538,89119,Consumer Cyclical,1424.0,Las Vegas,702 997 5968,NV,United States,Home Improvement Retail,-0.024549998,0.354,buy,1.504,NCM
LMNR,16.6200008392334,12.470000267028809,16.65999984741211,14.617903278719995,0.49561117835383856,81000,58925.8064516129,17.049999237060547,12.220000267028809,24.5919087145385,8.710856989379705,0.2882119403539764,93060,Consumer Defensive,257.0,Santa Paula,805 525 5541,CA,United States,Farm Products,0.03237,0.206,buy,0.06,NMS
LNBY,0.324999988079071,0.324999988079071,0.324999988079071,0.324999988079071,0.0,0,0.0,0.324999988079071,0.324999988079071,0.0,31.46000207240775,23.03735702338202,,Consumer Cyclical,1.0,Hangzhou City,86 18 6218 51468,,China,Specialty Retail,,,none,,PNK
LNDZF,0.270000010728836,0.3418000042438507,0.270000010728836,0.32513064290246657,-0.29486057458902243,5000,4712.096774193548,0.4000000059604645,0.2599999904632568,-18.276647971162525,-40.779157698293176,-49.20180274731891,11967-4704,Healthcare,195.0,Shirley,800 760 6826,NY,United States,Medical Devices,-0.35356,-0.38,none,0.013,PNK
LNN,149.36000061035156,157.72999572753906,151.1300048828125,151.10016189082975,-0.08083202048711766,100800,97524.19354838709,169.91000366210938,135.0,-4.034815384679978,-17.33719261591088,-25.759837664936608,68022,Industrials,1280.0,Omaha,402 829 6800,NE,United States,Farm & Heavy Construction Machinery,0.109139994,-0.073,buy,17.598,NYQ
LOGI,55.650954661095234,60.8007698059082,56.20272064208984,55.03142430705409,-0.138697706310928,547800,710258.0645161291,65.98930478442091,48.65223008239537,-10.629568176445144,4.595588580016608,-3.82705646900912,1015,Technology,7300.0,Lausanne,510 795 8500,,Switzerland,Computer Hardware,0.15647,0.056,hold,8.994,NMS
LOOP,3.5999999046325684,2.5,3.440000057220459,2.495241928485132,0.7806405194326982,180000,137167.74193548388,3.690000057220459,1.8450000286102293,0.5267918676436042,28.09478235243291,19.672137303407183,J6Y 1Y4,Basic Materials,50.0,Terrebonne,450 951 8555,QC,Canada,Specialty Chemicals,,-0.574,buy,0.029,NGM
LPG,19.57999992370605,18.15999984741211,19.940000534057617,20.344032210688436,0.17277239054727425,749900,675677.4193548387,23.51000022888184,15.8100004196167,19.072441388179616,18.7073271473432,10.284682098317468,06902,Energy,577.0,Stamford,203 674 9900,CT,United States,Oil & Gas Midstream,0.48099,-0.43,buy,8.423,NYQ
LPTH,1.409999966621399,1.2000000476837158,1.409999966621399,1.5516129078403595,0.31284587193343594,85800,73846.7741935484,1.919999957084656,1.1200000047683716,10.721985471235955,-9.52314207193275,-17.945787120958478,32826,Technology,304.0,Orlando,(407) 382-4003,FL,United States,Electronic Components,-0.25858998,0.04,buy,0.108,NCM
LPTV,5.570000171661377,6.230000019073486,5.75,5.8141290603145475,-0.15299503893965527,23700,30954.83870967742,6.599999904632568,4.900000095367432,-3.223426432528731,-49.28608692639924,-57.70873197542497,91505,Communication Services,74.0,Burbank,213 436 2100,CA,United States,Broadcasting,-1.12831,-0.241,buy,0.019,PNK
LQDT,12.93000030517578,14.109999656677246,13.170000076293944,13.59983867214572,-0.13125128280434012,143200,191214.51612903227,15.800000190734863,11.970000267028809,-12.470790898479429,16.77775655943324,8.35511151040751,20814,Consumer Cyclical,716.0,Bethesda,202 467 6868,MD,United States,Internet Retail,0.05915,0.159,strong_buy,4.48,NMS
LRCX,48.32618695636835,36.57321548461914,48.55332946777344,43.70116012327133,0.5114662271068549,11637000,12975435.483870968,48.82534705480282,35.95262803763275,9.85023241672704,30.327192949833904,21.904547900808176,94538,Technology,17700.0,Fremont,510 572 0200,CA,United States,Semiconductor Equipment & Materials,0.2602,0.197,buy,4.716,NMS
LRDC,0.050000000745058,0.1700000017881393,0.0599999986588954,0.15435483979602008,-1.1726095640377912,562700,64338.709677419356,0.1899999976158142,0.050000000745058,-27.15816072754335,-58.02646925024644,-66.44911429927217,78705,Energy,5.0,Austin,512 337 1199,TX,United States,Oil & Gas E&P,,,none,0.026,PNK
LRN,39.34999847412109,33.11000061035156,39.25,39.240161372769265,0.34328028221343576,451300,559332.2580645161,44.27000045776367,31.34000015258789,16.19799266903265,1.1882495038093792,-7.234395545216349,20190,Consumer Defensive,7800.0,Reston,703 483 7000,VA,United States,Education & Training Services,0.11378,0.478,buy,9.008,NYQ
LSAK,4.570000171661377,4.389999866485596,4.800000190734863,4.445322590489542,0.0701368152487175,98300,44069.354838709674,4.889999866485596,3.849999904632568,4.959669215580463,-14.652109610639592,-23.07475465966532,2196,Technology,2531.0,Johannesburg,27 11 343 2000,,South Africa,Software—Infrastructure,-0.03091,0.097,buy,0.966,NMS
LSDIF,11.300000190734863,29.899999618530277,11.0,18.515277756585014,-2.44644382876243,9130,40423.61111111111,40.0,10.3100004196167,,-42.10489522710999,-50.52754027613573,V8W 0B6,Healthcare,2.0,Victoria,778-410-5195,BC,Canada,Drug Manufacturers—Specialty & Generic,,,buy,0.12,OEM
LTCN,4.0,2.2100000381469727,4.050000190734863,3.727822592181544,1.134212526102251,59400,126625.80645161291,4.440000057220459,2.119999885559082,21.242867294132274,10.754213627902452,2.3315685788767238,10011,,,New York,212-668-5920,NY,United States,,,,none,,OQX
LTRX,4.230000019073486,4.309999942779541,4.340000152587891,4.682096788960118,0.03103856178317598,67800,169608.06451612903,5.690000057220459,3.799999952316284,0.555063390050033,-8.895671606561455,-17.318316655587182,92618,Technology,367.0,Irvine,949 453 3990,CA,United States,Communication Equipment,-0.03173,0.042,buy,0.694,NCM
LUVU,0.1700000017881393,0.2000000029802322,0.1700000017881393,0.18000000354743767,-0.17761724094631715,91900,23629.032258064515,0.2000000029802322,0.1099999994039535,-11.688311316785244,-44.59295289045311,-53.01559793947884,30360,Consumer Cyclical,192.0,Atlanta,770 246 6400,GA,United States,"Furnishings, Fixtures & Appliances",-0.016239999,-0.062,none,0.013,OQB
